GSM,GSE,GPL,val,technology,title,ReadLength,cell.type,ReadsType
GSM3019910,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38- Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6873926,memory.B.cells,PAIRED
GSM3019913,GSE110999,GPL11154,CD19+ CD11chi IgD- CD38- B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.6963913,B.cells,PAIRED
GSM3019914,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38- Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.7051703,memory.B.cells,PAIRED
GSM3309903,GSE117828,GPL18573,primary monocytes,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),101.7063392,monocytic.lineage,PAIRED
GSM3019919,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38int Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.7071606,memory.B.cells,PAIRED
GSM3019915,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38int Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.7102909,memory.B.cells,PAIRED
GSM3019923,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38int Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.7131184,memory.B.cells,PAIRED
GSM3019906,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38- Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.7161986,memory.B.cells,PAIRED
GSM3019920,GSE110999,GPL11154,CD19+ CD11c- IgD+ CD38int Naive B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.7330757,naive.B.cells,PAIRED
GSM3019927,GSE110999,GPL11154,CD19+ CD11c- IgD- CD38int Memory B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),101.7388866,memory.B.cells,PAIRED
GSM2807110,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807020,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807079,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807114,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807112,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807068,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807108,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807071,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807115,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807014,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807091,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807031,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807073,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807102,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807035,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807041,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807113,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807100,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807037,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807087,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807047,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807105,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807080,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807075,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807077,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807096,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807107,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807069,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807030,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807019,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807086,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807057,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807009,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807092,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807013,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807074,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807022,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807063,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807017,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807025,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807049,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807058,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807084,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807104,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807083,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807099,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807042,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807061,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807026,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807029,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807089,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807006,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807060,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807097,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807016,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807098,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807048,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807090,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807082,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807093,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807027,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807088,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807040,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807045,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807018,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807043,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807078,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807032,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807038,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807056,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807062,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807036,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807072,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807094,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807007,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807085,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807081,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807065,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807064,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807051,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807059,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807044,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807046,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807106,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807050,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807109,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807054,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807004,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807101,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807103,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807011,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807039,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807095,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807052,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807111,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807023,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807053,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807034,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807070,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807015,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807055,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807033,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807028,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807067,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM2807024,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807008,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807076,GSE104744,GPL11154,CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM2807010,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807012,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807005,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807021,GSE104744,GPL11154,CD4+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD4.T.cells,PAIRED
GSM2807066,GSE104744,GPL11154,CD8+ T cell,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,CD8.T.cells,PAIRED
GSM3039817,GSE111793,GPL11154,B cells CD5+ CD19+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,B.cells,PAIRED
GSM3039815,GSE111793,GPL11154,B cells CD5+ CD19+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,B.cells,PAIRED
GSM3039816,GSE111793,GPL11154,B cells CD5+ CD19+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,B.cells,PAIRED
GSM3039810,GSE111793,GPL11154,B cells CD5+ CD19+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,B.cells,PAIRED
GSM3039813,GSE111793,GPL11154,B cells CD5+ CD19+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,B.cells,PAIRED
GSM3039811,GSE111793,GPL11154,B cells CD5+ CD19+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,B.cells,PAIRED
GSM3039812,GSE111793,GPL11154,B cells CD5+ CD19+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),102,B.cells,PAIRED
GSM3045160,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045162,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045166,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045168,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045164,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045163,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045165,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045159,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045161,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045158,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3045167,GSE111927,GPL16791,Umbilical cord blood purified CD14+ monocytes,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,monocytic.lineage,PAIRED
GSM3305212,GSE117614,GPL16791,Naive T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,naive.CD8.T.cells,PAIRED
GSM3305209,GSE117614,GPL16791,Early mature adaptive NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
GSM3305208,GSE117614,GPL16791,Early mature canonical NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
GSM3305211,GSE117614,GPL16791,Late mature adaptive NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
GSM3305210,GSE117614,GPL16791,Late mature canonical NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
GSM3305206,GSE117614,GPL16791,Naive T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,naive.CD8.T.cells,PAIRED
GSM3305200,GSE117614,GPL16791,Naive T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,naive.CD8.T.cells,PAIRED
GSM3305205,GSE117614,GPL16791,Early mature canonical NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
GSM3305197,GSE117614,GPL16791,Late mature canonical NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
GSM3305203,GSE117614,GPL16791,Late mature canonical NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
GSM3305196,GSE117614,GPL16791,Late mature adaptive NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
GSM3305202,GSE117614,GPL16791,Late mature adaptive NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
GSM3305204,GSE117614,GPL16791,Early mature adaptive NK cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),102,NK.cells,PAIRED
